Long_Name,Primary_Category,Zip,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Overall_Rating,Rating_Status,School_Latitude,School_Longitude,Location,Year
Noble - Pritzker College Prep,HS,60639,968,872,125,286,43,906,11,5,2,0,0,1,0,0,Level 1+,NOT APPLICABLE,41.915214,-87.730127,POINT (-87.730127 41.915214),2023
YCCS- Academy of Scholastic Achievement HS,HS,60644,102,81,14,0,96,4,1,0,0,0,0,1,0,0,Level 1+,NOT APPLICABLE,41.880447,-87.742539,POINT (-87.742539 41.880447),2023
John M Harlan Community Academy High School,HS,60628,272,226,66,5,266,5,0,0,0,0,0,1,0,0,Level 2,INTENSIVE SUPPORT,41.718372,-87.620623,POINT (-87.620623 41.718372),2023
John C Coonley Elementary School,ES,60618,794,71,85,25,13,129,539,34,0,0,0,77,2,0,Level 1+,GOOD STANDING,41.955553,-87.683765,POINT (-87.683765 41.955553),2023
Polaris Charter Academy,ES,60624,371,291,51,4,338,29,2,0,0,0,0,1,0,1,Level 2,NOT APPLICABLE,41.89255,-87.707796,POINT (-87.707796 41.89255),2023
Gwendolyn Brooks College Preparatory Academy HS,HS,60628,965,619,71,2,767,177,10,2,1,0,0,6,2,0,Level 1+,GOOD STANDING,41.692763,-87.616353,POINT (-87.616353 41.692763),2023
Arthur Dixon Elementary School,ES,60619,467,333,46,5,455,11,1,0,0,0,0,0,0,0,Level 1+,GOOD STANDING,41.743669,-87.609979,POINT (-87.609979 41.743669),2023
Noble - Muchin College Prep,HS,60602,823,672,107,113,288,482,6,42,3,0,0,1,1,0,Level 1+,NOT APPLICABLE,41.88274,-87.626338,POINT (-87.626338 41.88274),2023
Edward White Elementary Career Academy,ES,60643,112,93,20,0,109,2,0,0,0,0,0,0,0,1,Level 2,PROVISIONAL SUPPORT,41.672309,-87.650539,POINT (-87.650539 41.672309),2023
Northside College Preparatory High School,HS,60625,1041,369,96,19,58,299,397,218,4,0,0,41,8,16,Level 1+,GOOD STANDING,41.981315,-87.708708,POINT (-87.708708 41.981315),2023
Laughlin Falconer Elementary School,ES,60641,895,705,161,365,13,843,24,9,3,0,0,3,0,0,Level 1,GOOD STANDING,41.935785,-87.749331,POINT (-87.749331 41.935785),2023
CICS - Longwood,HS,60643,1241,972,205,7,1224,7,0,0,3,0,0,5,0,2,Level 2,NOT APPLICABLE,41.721221,-87.655768,POINT (-87.655768 41.721221),2023
Park Manor Elementary School,ES,60637,258,194,38,1,253,4,1,0,0,0,0,0,0,0,Level 1+,GOOD STANDING,41.766477,-87.611546,POINT (-87.611546 41.766477),2023
William Rainey Harper High School,HS,60636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Level 2,INTENSIVE SUPPORT,41.775124,-87.669089,POINT (-87.669089 41.775124),2023
Joyce Kilmer Elementary School,ES,60626,743,566,156,411,192,323,116,67,6,0,0,32,1,6,Level 1,GOOD STANDING,42.00364,-87.668222,POINT (-87.668222 42.00364),2023
Infinity Math Science and Technology High School,HS,60623,405,376,50,115,13,385,6,1,0,0,0,0,0,0,Level 1,GOOD STANDING,41.836169,-87.735278,POINT (-87.735278 41.836169),2023
Carter G Woodson South Elementary School,ES,60653,299,208,70,2,290,6,0,1,0,0,0,2,0,0,Level 2+,GOOD STANDING,41.814499,-87.608419,POINT (-87.608419 41.814499),2023
Benjamin E Mays Elementary Academy,ES,60621,242,187,37,11,228,10,0,0,0,0,0,1,0,3,Level 3,INTENSIVE SUPPORT,41.772727,-87.637277,POINT (-87.637277 41.772727),2023
Northside Learning Center High School,HS,60659,264,195,263,104,47,142,52,17,1,0,0,4,1,0,Inability to Rate,GOOD STANDING,41.982973,-87.722386,POINT (-87.722386 41.982973),2023
Ronald Brown Elementary Community Academy,ES,60628,295,218,62,0,292,1,0,0,1,0,0,0,0,1,Level 2+,GOOD STANDING,41.664873,-87.638958,POINT (-87.638958 41.664873),2023
Jacqueline B Vaughn Occupational High School,HS,60641,194,145,194,75,32,118,36,5,0,0,0,1,1,1,Inability to Rate,GOOD STANDING,41.960364,-87.764663,POINT (-87.764663 41.960364),2023
George B McClellan Elementary School,ES,60609,292,233,63,34,114,98,53,15,0,0,0,8,4,0,Level 1,GOOD STANDING,41.829993,-87.641103,POINT (-87.641103 41.829993),2023
Frazier Preparatory Academy Charter School,ES,60623,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Level 2,NOT APPLICABLE,41.862077,-87.717642,POINT (-87.717642 41.862077),2023
John W Garvy Elementary School,ES,60656,751,238,79,213,7,278,375,57,3,0,0,19,12,0,Level 1+,GOOD STANDING,41.976352,-87.796235,POINT (-87.796235 41.976352),2023
Plato Learning Academy,ES,60644,174,152,16,0,172,2,0,0,0,0,0,0,0,0,Level 2+,PROVISIONAL SUPPORT,41.87276,-87.763337,POINT (-87.763337 41.87276),2023
Christian Ebinger Elementary School,ES,60631,727,107,116,42,7,88,590,28,1,0,0,12,1,0,Level 1+,GOOD STANDING,42.004408,-87.81117,POINT (-87.81117 42.004408),2023
Bowen High School,HS,60617,202,176,64,20,151,43,5,0,0,0,0,3,0,0,Level 2,INTENSIVE SUPPORT,41.734627,-87.55755,POINT (-87.55755 41.734627),2023
Orozco Fine Arts & Sciences Elementary School,ES,60608,278,187,33,147,1,273,3,1,0,0,0,0,0,0,Level 1+,GOOD STANDING,41.857755,-87.67521,POINT (-87.67521 41.857755),2023
Richard Edwards Elementary School,ES,60632,1252,880,203,718,17,1191,25,7,4,0,0,2,1,5,Level 1,GOOD STANDING,41.805542,-87.725856,POINT (-87.725856 41.805542),2023
Chicago Technology Academy High School,HS,60608,377,337,85,15,312,58,4,0,0,0,0,2,1,0,Level 2,PROVISIONAL SUPPORT,41.863301,-87.659095,POINT (-87.659095 41.863301),2023
Noble - The Noble Academy,HS,60610,590,453,83,109,251,299,6,19,1,0,0,10,0,4,Level 1+,NOT APPLICABLE,41.906879,-87.645577,POINT (-87.645577 41.906879),2023
John C Dore Elementary School,ES,60638,726,332,157,145,16,543,151,8,0,0,0,5,3,0,Level 1+,GOOD STANDING,41.773825866,-87.79974193,POINT (-87.79974193 41.773825866),2023
Clara Barton Elementary School,ES,60620,402,294,81,12,361,38,1,0,0,0,0,2,0,0,Level 2,PROVISIONAL SUPPORT,41.754194,-87.670927,POINT (-87.670927 41.754194),2023
Willa Cather Elementary School,ES,60612,330,278,95,5,313,15,0,0,1,0,0,1,0,0,Level 2+,GOOD STANDING,41.88295,-87.699187,POINT (-87.699187 41.88295),2023
Henry R Clissold Elementary School,ES,60643,389,162,92,8,280,38,60,2,1,0,0,8,0,0,Level 2+,GOOD STANDING,41.693026,-87.680897,POINT (-87.680897 41.693026),2023
L.E.A.R.N. - Excel Campus,ES,60612,366,282,27,3,343,12,0,0,0,0,0,2,0,9,Level 1,NOT APPLICABLE,41.874687,-87.686568,POINT (-87.686568 41.874687),2023
Johann W von Goethe Elementary School,ES,60647,713,374,104,177,34,465,159,15,8,0,0,23,0,9,Level 1+,GOOD STANDING,41.922831,-87.6929,POINT (-87.6929 41.922831),2023
Inter-American Elementary Magnet School,ES,60613,670,303,81,225,15,573,69,3,1,0,0,9,0,0,Level 1+,GOOD STANDING,41.949003,-87.651573,POINT (-87.651573 41.949003),2023
Pathways in Education- Avondale,HS,60618,328,243,47,46,43,248,27,5,0,0,0,5,0,0,Level 1,NOT APPLICABLE,41.939433,-87.705206,POINT (-87.705206 41.939433),2023
Acero Charter Schools - Jovita Idar,ES,60632,530,440,60,333,2,523,5,0,0,0,0,0,0,0,Level 2+,NOT APPLICABLE,41.801042,-87.708797,POINT (-87.708797 41.801042),2023
James Madison Elementary School,ES,60619,190,147,21,3,182,7,0,0,0,0,0,1,0,0,Level 2+,PROVISIONAL SUPPORT,41.759548,-87.590712,POINT (-87.590712 41.759548),2023
Suder Montessori Magnet ES,ES,60612,450,185,55,22,230,88,85,17,1,0,0,25,4,0,Level 1,GOOD STANDING,41.883215,-87.677636,POINT (-87.677636 41.883215),2023
CICS - Washington Park,ES,60637,504,402,56,1,481,8,0,0,1,0,0,1,0,13,Level 2+,NOT APPLICABLE,41.783617,-87.622068,POINT (-87.622068 41.783617),2023
Parkside Elementary Community Academy,ES,60649,246,204,31,0,239,7,0,0,0,0,0,0,0,0,Level 2,PROVISIONAL SUPPORT,41.768555,-87.582954,POINT (-87.582954 41.768555),2023
LaSalle Elementary Language Academy,ES,60614,483,163,57,9,175,87,162,32,0,0,0,27,0,0,Level 1+,GOOD STANDING,41.9139,-87.637565,POINT (-87.637565 41.9139),2023
Acero Charter Schools - Octavio Paz Campus,ES,60608,172,150,32,116,9,160,2,0,0,0,0,1,0,0,Level 2+,NOT APPLICABLE,41.850035,-87.692551,POINT (-87.692551 41.850035),2023
Charles H Wacker Elementary School,ES,60643,223,151,30,2,219,4,0,0,0,0,0,0,0,0,Level 1+,GOOD STANDING,41.716193,-87.648044,POINT (-87.648044 41.716193),2023
Christian Fenger Academy High School,HS,60628,237,186,52,4,228,9,0,0,0,0,0,0,0,0,Level 2,INTENSIVE SUPPORT,41.689951,-87.637572,POINT (-87.637572 41.689951),2023
Adlai E Stevenson Elementary School,ES,60652,1125,836,224,496,62,1014,32,6,3,0,0,7,1,0,Level 1,GOOD STANDING,41.747107,-87.731666,POINT (-87.731666 41.747107),2023
University of Chicago - Woodlawn,HS,60637,567,431,80,6,560,6,0,0,0,0,0,0,0,1,Level 2+,NOT APPLICABLE,41.77813,-87.598114,POINT (-87.598114 41.77813),2023
Pulaski International School of Chicago,ES,60647,820,330,96,129,13,450,281,29,3,0,0,44,0,0,Level 1+,GOOD STANDING,41.918486,-87.683801,POINT (-87.683801 41.918486),2023
William F Finkl Elementary School,ES,60608,212,185,59,95,36,165,10,0,0,0,0,0,1,0,Level 2,PROVISIONAL SUPPORT,41.849215,-87.685668,POINT (-87.685668 41.849215),2023
John C Burroughs Elementary School,ES,60632,324,279,43,142,9,299,9,7,0,0,0,0,0,0,Level 1,GOOD STANDING,41.828868,-87.692457,POINT (-87.692457 41.828868),2023
Simpson Academy HS for Young Women,HS,60608,23,19,5,4,15,7,0,0,0,0,0,1,0,0,Level 1,GOOD STANDING,41.864365,-87.668722,POINT (-87.668722 41.864365),2023
Helen M Hefferan Elementary School,ES,60624,239,189,37,1,229,9,1,0,0,0,0,0,0,0,Level 2,PROVISIONAL SUPPORT,41.878665,-87.735802,POINT (-87.735802 41.878665),2023
Frederick A Douglass Academy High School,HS,60644,33,30,11,0,32,1,0,0,0,0,0,0,0,0,Level 2,INTENSIVE SUPPORT,41.890369,-87.767668,POINT (-87.767668 41.890369),2023
YCCS-CCA Academy HS,HS,60623,90,71,25,0,84,4,1,0,0,0,0,1,0,0,Level 1,NOT APPLICABLE,41.864943,-87.723662,POINT (-87.723662 41.864943),2023
John Marshall Metropolitan High School,HS,60624,194,163,57,1,188,3,0,0,0,0,0,1,0,2,Level 2,INTENSIVE SUPPORT,41.878444,-87.70805,POINT (-87.70805 41.878444),2023
Orr Academy High School,HS,60624,236,192,56,18,176,51,6,0,0,0,0,3,0,0,Level 3,INTENSIVE SUPPORT,41.894449,-87.726166,POINT (-87.726166 41.894449),2023
Julia Ward Howe Elementary School of Excellence,ES,60644,377,293,54,18,329,42,3,0,0,0,0,2,0,1,Level 2,PROVISIONAL SUPPORT,41.893612,-87.759398,POINT (-87.759398 41.893612),2023
Blair Early Childhood Center,ES,60638,237,92,168,58,15,180,39,1,0,0,0,1,1,0,Inability to Rate,GOOD STANDING,41.776556,-87.790604,POINT (-87.790604 41.776556),2023
Francis M McKay Elementary School,ES,60629,633,498,100,129,442,173,14,0,3,0,0,1,0,0,Level 1,GOOD STANDING,41.768143,-87.691787,POINT (-87.691787 41.768143),2023
George Washington High School,HS,60617,1490,1247,268,334,103,1314,53,1,8,0,0,8,2,1,Level 2+,GOOD STANDING,41.688137,-87.53757,POINT (-87.53757 41.688137),2023
Instituto - Justice and Leadership,HS,60608,81,63,11,26,1,78,1,0,1,0,0,0,0,0,Level 2+,NOT APPLICABLE,41.845957,-87.685903,POINT (-87.685903 41.845957),2023
Myra Bradwell Communications Arts & Sciences ES,ES,60649,433,336,53,2,419,11,0,0,0,0,0,3,0,0,Level 2+,GOOD STANDING,41.754365,-87.557142,POINT (-87.557142 41.754365),2023
Stephen Decatur Classical Elementary School,ES,60645,322,37,24,5,14,45,145,90,1,0,0,27,0,0,Level 1+,GOOD STANDING,42.009289,-87.704619,POINT (-87.704619 42.009289),2023
John H Kinzie Elementary School,ES,60638,665,327,155,90,30,519,105,3,1,0,0,7,0,0,Level 1+,GOOD STANDING,41.789965,-87.779483,POINT (-87.779483 41.789965),2023
Lyman A Budlong Elementary School,ES,60625,681,366,77,245,40,266,226,114,5,0,0,26,0,4,Level 1+,GOOD STANDING,41.975754,-87.696556,POINT (-87.696556 41.975754),2023
Thomas Hoyne Elementary School,ES,60617,235,162,28,1,227,4,0,0,0,0,0,3,0,1,Level 2+,GOOD STANDING,41.733338,-87.568228,POINT (-87.568228 41.733338),2023
Harold Washington Elementary School,ES,60619,246,185,26,0,234,9,0,0,0,0,0,2,1,0,Level 2,INTENSIVE SUPPORT,41.728534,-87.596257,POINT (-87.596257 41.728534),2023
The Montessori School of Englewood Charter,ES,60636,330,267,56,34,275,50,4,0,0,0,0,1,0,0,Level 2+,NOT APPLICABLE,41.774572,-87.676147,POINT (-87.676147 41.774572),2023
Oliver S Westcott Elementary School,ES,60620,424,353,83,6,411,12,0,0,1,0,0,0,0,0,Level 2,PROVISIONAL SUPPORT,41.748868,-87.634751,POINT (-87.634751 41.748868),2023
CICS - Avalon/South Shore,ES,60619,461,361,55,2,460,1,0,0,0,0,0,0,0,0,Level 2+,NOT APPLICABLE,41.743179,-87.587928,POINT (-87.587928 41.743179),2023
William W Carter Elementary School,ES,60637,291,236,17,2,276,8,0,0,0,0,0,7,0,0,Level 2+,GOOD STANDING,41.789828,-87.622453,POINT (-87.622453 41.789828),2023
Asian Human Services - Passages Charter School,ES,60660,304,231,35,165,134,50,19,81,0,0,0,19,1,0,Level 2+,NOT APPLICABLE,41.983371,-87.67116,POINT (-87.67116 41.983371),2023
Bronzeville Classical Elementary School,ES,60609,395,74,14,4,291,21,21,33,1,0,0,28,0,0,Inability to Rate,GOOD STANDING,41.819249,-87.626621,POINT (-87.626621 41.819249),2023
Isabelle C O'Keeffe Elementary School,ES,60649,497,409,64,6,473,18,2,0,0,0,0,3,1,0,Level 2,INTENSIVE SUPPORT,41.768602,-87.572806,POINT (-87.572806 41.768602),2023
YCCS-Virtual HS,HS,60612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inability to Rate,NOT APPLICABLE,41.876317,-87.674138,POINT (-87.674138 41.876317),2023
Air Force Academy High School,HS,60609,137,113,14,21,79,49,7,1,0,0,0,0,1,0,Level 2+,GOOD STANDING,41.828145,-87.632757,POINT (-87.632757 41.828145),2023
Belmont-Cragin Elementary School,ES,60639,499,334,86,369,8,481,4,3,1,0,0,0,0,2,Level 1+,GOOD STANDING,41.92095,-87.757343,POINT (-87.757343 41.92095),2023
Charles R Darwin Elementary School,ES,60647,499,353,98,207,38,402,45,6,2,0,0,5,1,0,Level 1,GOOD STANDING,41.923323,-87.705413,POINT (-87.705413 41.923323),2023
Lillian R. Nicholson STEM Academy,ES,60621,451,359,45,9,427,21,1,1,1,0,0,0,0,0,Level 1,PROVISIONAL SUPPORT,41.784942,-87.647453,POINT (-87.647453 41.784942),2023
Bronzeville Scholastic Academy High School,HS,60615,71,65,20,1,66,3,1,0,0,0,0,0,1,0,Level 2,INTENSIVE SUPPORT,41.805204,-87.625004,POINT (-87.625004 41.805204),2023
William H Ryder Math & Science Specialty ES,ES,60620,350,276,108,0,341,7,1,0,1,0,0,0,0,0,Level 1,GOOD STANDING,41.735379,-87.638843,POINT (-87.638843 41.735379),2023
Carl von Linne Elementary School,ES,60618,623,327,89,159,23,456,103,8,3,0,0,23,6,1,Level 1,GOOD STANDING,41.940009,-87.702635,POINT (-87.702635 41.940009),2023
John M Smyth Elementary School,ES,60608,396,276,66,7,374,17,2,0,0,0,0,3,0,0,Level 2,PROVISIONAL SUPPORT,41.865351,-87.653445,POINT (-87.653445 41.865351),2023
James Shields Middle School,MS,60632,444,415,77,170,7,436,1,0,0,0,0,0,0,0,Level 1,GOOD STANDING,41.806491,-87.68978,POINT (-87.68978 41.806491),2023
Wendell Smith Elementary School,ES,60628,322,232,38,0,310,8,1,0,1,0,0,2,0,0,Level 2+,GOOD STANDING,41.707558,-87.60466,POINT (-87.60466 41.707558),2023
Edward N Hurley Elementary School,ES,60629,721,559,101,348,6,704,3,0,8,0,0,0,0,0,Level 1,GOOD STANDING,41.766785,-87.719541,POINT (-87.719541 41.766785),2023
John T McCutcheon Elementary School,ES,60640,313,224,112,149,154,74,22,48,4,0,0,11,0,0,Level 1,GOOD STANDING,41.970949,-87.654758,POINT (-87.654758 41.970949),2023
Ella Flagg Young Elementary School,ES,60651,470,374,52,55,378,85,1,0,0,0,0,0,5,1,Level 3,INTENSIVE SUPPORT,41.906791,-87.767143,POINT (-87.767143 41.906791),2023
Acero Charter Schools - Victoria Soto,HS,60632,562,536,85,227,3,555,3,0,1,0,0,0,0,0,Level 2+,NOT APPLICABLE,41.801762,-87.711025,POINT (-87.711025 41.801762),2023
Tarkington School of Excellence ES,ES,60629,863,711,132,311,160,688,5,4,3,0,0,3,0,0,Level 1,GOOD STANDING,41.764407,-87.706445,POINT (-87.706445 41.764407),2023
Josefa Ortiz De Dominguez Elementary School,ES,60623,393,276,107,286,4,387,0,2,0,0,0,0,0,0,Inability to Rate,GOOD STANDING,41.838791,-87.71719,POINT (-87.71719 41.838791),2023
William E B Dubois Elementary School,ES,60827,202,153,37,3,193,8,1,0,0,0,0,0,0,0,Level 1,GOOD STANDING,41.653733,-87.61432,POINT (-87.61432 41.653733),2023
George Washington Carver Military Academy HS,HS,60827,406,355,47,54,166,234,3,0,0,0,0,3,0,0,Level 1,GOOD STANDING,41.65629,-87.59062,POINT (-87.59062 41.65629),2023
Hiram H Belding Elementary School,ES,60641,547,253,74,110,28,198,268,26,4,0,0,20,3,0,Level 1+,GOOD STANDING,41.958938,-87.73402,POINT (-87.73402 41.958938),2023
Louisa May Alcott College Preparatory HS,HS,60618,353,245,122,77,60,227,45,4,4,0,0,4,1,8,Level 1,GOOD STANDING,41.935795,-87.680562,POINT (-87.680562 41.935795),2023
YCCS-Jane Addams Alternative HS,HS,60616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Level 1+,NOT APPLICABLE,41.857208,-87.644888,POINT (-87.644888 41.857208),2023
William H Seward Communication Arts Academy ES,ES,60609,451,385,62,230,9,434,4,0,3,0,0,1,0,0,Level 2+,GOOD STANDING,41.810333,-87.668772,POINT (-87.668772 41.810333),2023
John A Walsh Elementary School,ES,60608,240,174,80,108,48,167,6,14,0,0,0,5,0,0,Level 1,GOOD STANDING,41.854836,-87.648086,POINT (-87.648086 41.854836),2023
Instituto Health Sciences Career Academy,HS,60608,622,524,126,301,23,591,5,0,2,0,0,0,1,0,Level 2,NOT APPLICABLE,41.845967,-87.68724,POINT (-87.68724 41.845967),2023
Arthur E Canty Elementary School,ES,60634,827,346,141,260,17,430,340,25,2,0,0,12,0,1,Level 1+,GOOD STANDING,41.948007,-87.829296,POINT (-87.829296 41.948007),2023
Eliza Chappell Elementary School,ES,60625,541,181,85,80,33,218,224,28,2,0,0,36,0,0,Level 1,GOOD STANDING,41.975894,-87.683264,POINT (-87.683264 41.975894),2023
Skinner North,ES,60610,491,40,29,8,24,39,133,237,4,0,0,53,1,0,Level 1+,GOOD STANDING,41.905109,-87.644841,POINT (-87.644841 41.905109),2023
Morgan Park High School,HS,60643,1075,805,164,10,1040,24,5,0,1,0,0,2,2,1,Level 2+,GOOD STANDING,41.692035,-87.665658,POINT (-87.665658 41.692035),2023
Marine Leadership Academy at Ames,HS,60647,686,638,80,212,12,653,18,2,0,0,0,0,0,1,Level 1,GOOD STANDING,41.916045,-87.721742,POINT (-87.721742 41.916045),2023
Noble - Baker College Prep,HS,60617,266,206,57,29,218,42,1,1,0,0,0,3,0,1,Level 2+,NOT APPLICABLE,41.734622,-87.556201,POINT (-87.556201 41.734622),2023
Nathan Hale Elementary School,ES,60638,799,489,109,201,30,636,119,7,2,0,0,2,3,0,Level 2+,GOOD STANDING,41.780192,-87.776579,POINT (-87.776579 41.780192),2023
Portage Park Elementary School,ES,60641,831,504,152,190,27,519,232,14,10,0,0,23,5,1,Level 1,GOOD STANDING,41.956988,-87.761007,POINT (-87.761007 41.956988),2023
James Ward Elementary School,ES,60616,516,349,35,277,36,49,27,400,1,0,0,3,0,0,Level 1+,GOOD STANDING,41.84398,-87.635356,POINT (-87.635356 41.84398),2023
Paul Laurence Dunbar Career Academy High School,HS,60616,447,418,104,5,428,15,0,0,1,0,0,1,0,2,Level 2,INTENSIVE SUPPORT,41.840226,-87.617637,POINT (-87.617637 41.840226),2023
Rufus M Hitch Elementary School,ES,60646,496,235,85,97,13,243,169,40,1,0,0,27,0,3,Level 1,GOOD STANDING,41.983672,-87.779123,POINT (-87.779123 41.983672),2023
Fairfield Elementary Academy,ES,60629,485,422,63,274,97,387,0,0,0,0,0,1,0,0,Level 2+,GOOD STANDING,41.780904,-87.692115,POINT (-87.692115 41.780904),2023
Turner-Drew Elementary Language Academy,ES,60620,200,151,34,0,196,4,0,0,0,0,0,0,0,0,Level 1+,GOOD STANDING,41.725609,-87.630164,POINT (-87.630164 41.725609),2023
Phoenix Military Academy High School,HS,60612,455,402,27,66,60,374,12,5,0,0,0,3,1,0,Level 1+,GOOD STANDING,41.879118,-87.68696,POINT (-87.68696 41.879118),2023
Norman A Bridge Elementary School,ES,60634,1090,579,150,329,25,612,382,47,2,0,0,20,2,0,Level 1,GOOD STANDING,41.949114,-87.798669,POINT (-87.798669 41.949114),2023
Uplift Community High School,HS,60640,97,69,50,22,52,26,9,9,0,0,0,1,0,0,Level 2,INTENSIVE SUPPORT,41.965547,-87.652473,POINT (-87.652473 41.965547),2023
Horace Mann Elementary School,ES,60617,330,250,41,6,319,7,3,0,0,0,0,1,0,0,Level 1,GOOD STANDING,41.748274,-87.574816,POINT (-87.574816 41.748274),2023
Frederick Funston Elementary School,ES,60647,410,354,95,204,32,369,7,0,0,0,0,2,0,0,Level 1,GOOD STANDING,41.917617,-87.716892,POINT (-87.716892 41.917617),2023
Walter Henri Dyett High School for the Arts,HS,60615,523,378,89,2,509,9,2,1,0,0,0,2,0,0,Level 2+,GOOD STANDING,41.801204,-87.612239,POINT (-87.612239 41.801204),2023
Richard Henry Lee Elementary School,ES,60629,621,520,97,171,7,608,6,0,0,0,0,0,0,0,Level 1,GOOD STANDING,41.775305,-87.728884,POINT (-87.728884 41.775305),2023
Acero Charter Schools - Sor Juana Inés de la Cruz,ES,60645,518,395,81,220,258,235,10,2,2,0,0,11,0,0,Level 2,NOT APPLICABLE,42.016476,-87.684406,POINT (-87.684406 42.016476),2023
Eugene Field Elementary School,ES,60626,155,127,34,69,64,75,7,2,0,0,0,6,1,0,Level 2+,GOOD STANDING,42.009664,-87.669985,POINT (-87.669985 42.009664),2023
William H Brown Elementary School,ES,60612,217,152,68,6,199,13,3,1,0,0,0,1,0,0,Level 2,PROVISIONAL SUPPORT,41.882997,-87.670682,POINT (-87.670682 41.882997),2023
ASPIRA Charter School - Haugan Middle School,MS,60625,103,88,7,57,7,90,1,4,0,0,0,1,0,0,Level 1,NOT APPLICABLE,41.966406,-87.721825,POINT (-87.721825 41.966406),2023
Daniel J Corkery Elementary School,ES,60623,431,361,81,237,63,357,6,2,1,0,0,0,2,0,Level 1,GOOD STANDING,41.845602,-87.731193,POINT (-87.731193 41.845602),2023
Theodore Herzl Elementary School,ES,60623,437,347,87,1,415,19,2,0,0,0,0,1,0,0,Level 2+,GOOD STANDING,41.862081,-87.718994,POINT (-87.718994 41.862081),2023
Mancel Talcott Elementary School,ES,60622,446,279,90,224,29,364,39,4,2,0,0,8,0,0,Level 1+,GOOD STANDING,41.892405,-87.673723,POINT (-87.673723 41.892405),2023
Luke O'Toole Elementary School,ES,60636,324,266,38,48,245,73,5,0,0,0,0,0,0,1,Level 2+,GOOD STANDING,41.774571,-87.674865,POINT (-87.674865 41.774571),2023
West Park Elementary Academy,ES,60651,458,399,69,191,73,369,13,1,2,0,0,0,0,0,Level 2,INTENSIVE SUPPORT,41.906907,-87.732443,POINT (-87.732443 41.906907),2023
Andrew Carnegie Elementary School,ES,60637,437,323,74,3,421,8,3,2,0,0,0,3,0,0,Level 2+,GOOD STANDING,41.783368,-87.590795,POINT (-87.590795 41.783368),2023
The Virtual Academy Elementary School,ES,60608,261,168,124,47,115,109,24,9,1,0,0,2,1,0,,,41.8627144,-87.6601387,POINT (-87.6601387 41.8627144),2023
Roger C Sullivan High School,HS,60626,664,513,171,327,233,251,102,62,1,0,0,15,0,0,Level 2+,GOOD STANDING,42.002688,-87.669192,POINT (-87.669192 42.002688),2023
Noble - Rauner College Prep,HS,60642,651,479,103,118,141,485,19,0,3,0,0,3,0,0,Level 1+,NOT APPLICABLE,41.892425,-87.660859,POINT (-87.660859 41.892425),2023
Paul Revere Elementary School,ES,60619,205,160,18,0,201,4,0,0,0,0,0,0,0,0,Level 2,PROVISIONAL SUPPORT,41.764196,-87.600177,POINT (-87.600177 41.764196),2023
Beulah Shoesmith Elementary School,ES,60615,323,205,37,28,290,18,6,3,0,0,0,6,0,0,Level 2+,GOOD STANDING,41.804294,-87.593905,POINT (-87.593905 41.804294),2023
Louis Nettelhorst Elementary School,ES,60657,624,98,50,93,54,90,352,59,2,0,0,62,3,2,Level 1+,GOOD STANDING,41.941637,-87.644561,POINT (-87.644561 41.941637),2023
North River Elementary School,ES,60625,250,150,57,173,8,208,9,6,0,0,0,1,1,17,Level 1+,GOOD STANDING,41.961721,-87.707151,POINT (-87.707151 41.961721),2023
Wendell Phillips Academy High School,HS,60653,441,340,92,2,399,7,1,0,0,0,0,1,0,33,Level 2,INTENSIVE SUPPORT,41.82388,-87.619796,POINT (-87.619796 41.82388),2023
Excel Academy of Englewood,HS,60621,220,174,36,2,211,6,1,0,1,0,0,1,0,0,Level 1,GOOD STANDING,41.763896,-87.649124,POINT (-87.649124 41.763896),2023
John Greenleaf Whittier Elementary School,ES,60608,167,128,34,115,3,159,5,0,0,0,0,0,0,0,Level 2+,GOOD STANDING,41.850481,-87.673392,POINT (-87.673392 41.850481),2023
Jackie Robinson Elementary School,ES,60653,118,77,14,1,111,3,1,0,0,0,0,0,0,3,Level 2,PROVISIONAL SUPPORT,41.817349,-87.599067,POINT (-87.599067 41.817349),2023
Pablo Casals Elementary School,ES,60651,351,276,43,90,119,223,7,0,0,0,0,1,1,0,Level 1,GOOD STANDING,41.904503,-87.714234,POINT (-87.714234 41.904503),2023
Walter S Christopher Elementary School,ES,60632,323,285,169,182,41,273,8,0,0,0,0,0,1,0,Level 2,PROVISIONAL SUPPORT,41.801659,-87.685607,POINT (-87.685607 41.801659),2023
Sor Juana Ines de la Cruz ES,ES,60629,397,169,26,99,12,360,22,2,1,0,0,0,0,0,Inability to Rate,GOOD STANDING,41.789597,-87.72638,POINT (-87.72638 41.789597),2023
Thomas A Edison Regional Gifted Center ES,ES,60625,262,26,16,1,9,29,148,44,1,0,0,31,0,0,Level 1+,GOOD STANDING,41.971506,-87.709304,POINT (-87.709304 41.971506),2023
